City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
238,Port-Cartier,CA,2022-04-11 14:52:47,50.0334,-66.8654,44.82,95,12,12.41
239,Cooma,AU,2022-04-11 14:52:48,-36.2333,149.1333,47.97,100,100,5.75
240,Kruisfontein,ZA,2022-04-11 14:52:48,-34.0033,24.7314,75.88,64,45,16.46
241,Roald,NO,2022-04-11 14:52:48,62.5833,6.1333,42.1,75,75,9.22
242,Polunochnoye,RU,2022-04-11 14:52:49,60.8697,60.4153,35.74,99,75,3.0
243,Ystad,SE,2022-04-11 14:52:49,55.4297,13.8204,48.36,57,23,14.61
244,San Jose De Guanipa,VE,2022-04-11 14:52:49,8.8872,-64.1651,88.5,45,78,14.45
245,Pinerovka,RU,2022-04-11 14:52:50,51.562,43.0689,62.71,60,48,12.28
246,Saint-Augustin,CA,2022-04-11 14:52:50,51.226,-58.6502,35.44,92,84,19.19
247,Primorsko,BG,2022-04-11 14:52:50,42.2667,27.7667,52.27,63,100,9.91
248,Ahipara,NZ,2022-04-11 14:49:16,-35.1667,173.1667,63.1,90,100,7.81
249,Byron Bay,AU,2022-04-11 14:52:51,-28.65,153.6167,66.09,89,16,6.98
250,Wuning,CN,2022-04-11 14:52:51,29.2589,120.2311,70.74,62,0,4.0
251,Bonthe,SL,2022-04-11 14:52:51,7.5264,-12.505,87.53,63,87,14.14
252,Edson,CA,2022-04-11 14:52:52,53.5835,-116.4356,19.54,68,100,10.36
253,Fagersta,SE,2022-04-11 14:52:52,60.0042,15.7932,46.44,69,30,6.58
254,Torbay,CA,2022-04-11 14:52:52,47.6666,-52.7314,37.58,96,100,13.8
255,Seminole,US,2022-04-11 14:52:53,28.7086,-81.2081,75.42,61,0,8.05
256,Erenhot,CN,2022-04-11 14:52:53,43.6475,111.9767,40.71,36,34,5.06
257,Montego Bay,JM,2022-04-11 14:52:53,18.4712,-77.9188,84.78,74,75,19.57
258,Rocha,UY,2022-04-11 14:50:27,-34.4833,-54.3333,68.79,93,100,12.46
259,Bokaa,BW,2022-04-11 14:52:54,-24.45,26.0167,68.49,83,75,2.3
260,Sorland,NO,2022-04-11 14:52:54,67.667,12.6934,40.21,78,18,13.76
261,Ganzhou,CN,2022-04-11 14:52:54,28.8184,115.4327,75.29,61,6,2.59
262,Maarianhamina,AX,2022-04-11 14:52:55,60.0973,19.9348,44.46,53,0,5.75
263,Rovaniemi,FI,2022-04-11 14:50:29,66.5,25.7167,35.01,93,100,11.5
264,Ust-Nera,RU,2022-04-11 14:52:55,64.5667,143.2,-10.88,95,27,3.4
265,Berlevag,NO,2022-04-11 14:52:55,70.8578,29.0864,35.55,75,75,6.91
266,Abu Dhabi,AE,2022-04-11 14:52:56,24.4667,54.3667,87.82,61,0,9.22
267,Roebourne,AU,2022-04-11 14:52:56,-20.7833,117.1333,84.97,28,3,11.9
268,Tezu,IN,2022-04-11 14:52:57,27.9167,96.1667,66.63,90,22,3.18
269,Nieuw Amsterdam,SR,2022-04-11 14:52:57,5.8833,-55.0833,84.02,84,75,8.05
270,Miandrivazo,MG,2022-04-11 14:52:57,-19.5167,45.4667,84.38,55,100,6.69
271,Reichenau,PL,2022-04-11 14:52:58,50.9075,14.9563,55.87,43,93,4.0
272,Paita,PE,2022-04-11 14:52:58,-5.0892,-81.1144,74.35,73,98,11.45
273,Maracaju,BR,2022-04-11 14:52:59,-21.6144,-55.1683,89.33,47,1,15.52
274,Idah,NG,2022-04-11 14:53:59,7.1065,6.7342,101.7,27,51,6.22
275,Moron,AR,2022-04-11 14:50:06,-34.6534,-58.6198,72.01,85,100,4.9
276,Kurilsk,RU,2022-04-11 14:53:59,45.2333,147.8833,34.59,95,100,11.77
277,Alofi,NU,2022-04-11 14:54:00,-19.0595,-169.9187,73.29,94,40,1.14
278,Te Anau,NZ,2022-04-11 14:54:00,-45.4167,167.7167,51.3,97,100,3.0
279,Ascension,US,2022-04-11 14:54:00,30.2169,-90.9001,73.09,80,40,9.22
280,Palmas,BR,2022-04-11 14:52:21,-10.2128,-48.3603,87.67,66,40,3.44
281,Chokurdakh,RU,2022-04-11 14:54:01,70.6333,147.9167,-2.72,95,100,7.74
282,Khani,GE,2022-04-11 14:54:01,41.9563,42.9566,72.97,65,7,8.1
283,Camocim,BR,2022-04-11 14:54:01,-2.9022,-40.8411,82.99,79,98,6.29
